Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
3.0,3.0,HOU,Reed Sheppard,Kentucky,2.0,64,929,380,110,112,.397,.384,.760,14.5,5.9,1.7,1.8,1.9,.097,0.4,0.6,2024
4.0,4.0,SAS,Stephon Castle,UConn,2.0,94,2578,1415,373,430,.437,.279,.718,27.4,15.1,4.0,4.6,2.2,.042,-2.5,-0.3,2024
5.0,5.0,DET,Ron Holland,,2.0,96,1624,651,276,109,.455,.251,.771,16.9,6.8,2.9,1.1,2.1,.061,-3.1,-0.4,2024
6.0,6.0,CHO,Tidjane SalaÃ¼n,,2.0,67,1327,375,305,79,.332,.286,.710,19.8,5.6,4.6,1.2,0.1,.005,-5.1,-1.0,2024
7.0,7.0,POR,Donovan Clingan,UConn,2.0,81,1674,560,656,94,.523,.247,.650,20.7,6.9,8.1,1.2,5.0,.145,-0.4,0.7,2024
8.0,8.0,SAS,Rob Dillingham,Kentucky,2.0,61,652,278,63,123,.430,.322,.615,10.7,4.6,1.0,2.0,0.0,-.002,-5.1,-0.5,2024
9.0,9.0,MEM,Zach Edey,Purdue,2.0,68,1466,631,566,67,.573,.340,.713,21.6,9.3,8.3,1.0,4.9,.161,-0.2,0.7,2024
10.0,10.0,UTA,Cody Williams,Colorado,2.0,59,1178,255,121,63,.328,.248,.698,20.0,4.3,2.1,1.1,-1.3,-.053,-7.5,-1.6,2024
11.0,11.0,CHI,Matas Buzelis,,2.0,93,1889,883,351,95,.458,.368,.824,20.3,9.5,3.8,1.0,2.3,.059,-2.6,-0.3,2024
12.0,12.0,OKC,Nikola TopiÄ,,,,,,,,,,,,,,,,,,,2024
13.0,13.0,SAC,Devin Carter,Providence,2.0,44,461,155,88,50,.351,.278,.633,10.5,3.5,2.0,1.1,0.2,.024,-3.4,-0.2,2024
14.0,14.0,POR,Bub Carrington,Pitt,2.0,95,2807,890,393,421,.394,.348,.798,29.5,9.4,4.1,4.4,-0.3,-.006,-5.0,-2.2,2024
15.0,15.0,MIA,Kel'el Ware,Indiana,2.0,78,1764,752,607,70,.552,.333,.707,22.6,9.6,7.8,0.9,5.4,.147,0.3,1.0,2024
16.0,16.0,PHI,Jared McCain,Duke,2.0,27,628,352,58,64,.445,.378,.875,23.3,13.0,2.1,2.4,0.5,.042,-0.6,0.2,2024
17.0,17.0,LAL,Dalton Knecht,Tennessee,2.0,92,1743,805,247,74,.462,.370,.753,18.9,8.8,2.7,0.8,3.0,.082,-1.9,0.0,2024
18.0,18.0,ORL,Tristan Da Silva,Colorado,2.0,89,1982,711,303,129,.428,.352,.851,22.3,8.0,3.4,1.4,3.4,.083,-1.7,0.1,2024
19.0,19.0,TOR,Ja'Kobe Walter,Baylor,2.0,63,1226,481,174,87,.399,.341,.800,19.5,7.6,2.8,1.4,1.2,.046,-3.4,-0.4,2024
20.0,20.0,CLE,Jaylon Tyson,California,2.0,58,737,289,140,64,.452,.400,.784,12.7,5.0,2.4,1.1,1.6,.106,-1.0,0.2,2024
21.0,21.0,NOP,Yves Missi,Baylor,2.0,82,2131,718,644,111,.551,.000,.613,26.0,8.8,7.9,1.4,3.8,.086,-3.0,-0.5,2024
22.0,22.0,PHO,DaRon Holmes,Dayton,1.0,2,4,3,0,0,1.000,1.000,,2.0,1.5,0.0,0.0,0.0,.219,11.9,0.0,2024
23.0,23.0,MIL,AJ Johnson,,2.0,37,677,227,64,80,.375,.261,.854,18.3,6.1,1.7,2.2,-0.5,-.039,-8.3,-1.1,2024
24.0,24.0,NYK,Kyshawn George,Miami (FL),2.0,80,2174,793,358,224,.400,.343,.740,27.2,9.9,4.5,2.8,0.4,.008,-3.5,-0.8,2024
25.0,25.0,NYK,Pacome Dadiet,,2.0,23,125,34,21,7,.314,.300,.750,5.4,1.5,0.9,0.3,0.0,.010,-6.4,-0.1,2024
26.0,26.0,WAS,Dillon Jones,Weber State,1.0,54,552,135,121,58,.383,.254,.607,10.2,2.5,2.2,1.1,0.8,.067,-4.0,-0.3,2024
27.0,27.0,MIN,Terrence Shannon Jr.,Illinois,2.0,39,454,165,64,40,.451,.357,.786,11.6,4.2,1.6,1.0,0.6,.066,-3.2,-0.1,2024
28.0,28.0,DEN,Ryan Dunn,Virginia,2.0,89,1771,641,341,86,.440,.314,.538,19.9,7.2,3.8,1.0,1.9,.052,-3.2,-0.5,2024
29.0,29.0,UTA,Isaiah Collier,USC,2.0,77,1991,679,255,489,.431,.253,.691,25.9,8.8,3.3,6.4,-0.5,-.012,-5.2,-1.6,2024
30.0,30.0,BOS,Baylor Scheierman,Creighton,2.0,42,497,145,88,38,.385,.354,.769,11.8,3.5,2.1,0.9,1.1,.106,-1.1,0.1,2024
31.0,31.0,TOR,Jonathan Mogbo,San Francisco,2.0,70,1321,395,320,150,.439,.243,.732,18.9,5.6,4.6,2.1,2.0,.072,-1.8,0.1,2024
32.0,32.0,UTA,Kyle Filipowski,Duke,2.0,85,1780,791,513,170,.489,.345,.657,20.9,9.3,6.0,2.0,2.7,.074,-1.3,0.3,2024
33.0,33.0,MIL,Tyler Smith,,1.0,23,122,67,25,4,.480,.433,.750,5.3,2.9,1.1,0.2,0.2,.083,-0.9,0.0,2024
34.0,34.0,POR,Tyler Kolek,Marquette,2.0,51,363,104,32,83,.349,.283,.765,7.1,2.0,0.6,1.6,0.4,.047,-3.3,-0.1,2024
35.0,35.0,SAS,Johnny Furphy,Kansas,2.0,53,416,111,77,19,.388,.321,.818,7.8,2.1,1.5,0.4,0.5,.062,-2.8,-0.1,2024
36.0,36.0,IND,Juan Nunez,,,,,,,,,,,,,,,,,,,2024
37.0,37.0,MIN,Bobi Klintman,,2.0,14,95,32,23,11,.419,.313,.200,6.8,2.3,1.6,0.8,0.1,.057,-5.4,-0.1,2024
38.0,38.0,NYK,Ajay Mitchell,UC Santa Barbara,2.0,51,1018,479,126,119,.469,.350,.876,20.0,9.4,2.5,2.3,2.9,.135,-0.6,0.3,2024
39.0,39.0,MEM,Jaylen Wells,Washington State,2.0,94,2423,965,319,158,.415,.340,.801,25.8,10.3,3.4,1.7,3.4,.068,-2.8,-0.5,2024
40.0,40.0,POR,Oso Ighodaro,Marquette,2.0,76,1281,328,271,89,.594,.000,.576,16.9,4.3,3.6,1.2,1.8,.068,-3.0,-0.3,2024
41.0,41.0,PHI,Adem Bona,UCLA,2.0,70,1082,363,286,30,.679,.000,.647,15.5,5.2,4.1,0.4,2.5,.112,-2.7,-0.2,2024
42.0,42.0,CHO,KJ Simpson,Colorado,2.0,42,932,316,123,130,.346,.264,.815,22.2,7.5,2.9,3.1,-0.5,-.027,-5.4,-0.8,2024
43.0,43.0,MIA,Nikola Djurisic,,,,,,,,,,,,,,,,,,,2024
44.0,44.0,HOU,Pelle Larsson,Arizona,2.0,69,1087,393,130,104,.470,.353,.717,15.8,5.7,1.9,1.5,2.1,.094,-2.2,0.0,2024
45.0,45.0,SAC,Jamal Shead,Houston,2.0,89,1720,620,139,386,.408,.337,.776,19.3,7.0,1.6,4.3,1.5,.042,-3.5,-0.7,2024
46.0,46.0,LAC,Cam Christie,Minnesota,2.0,22,163,64,27,14,.375,.300,.684,7.4,2.9,1.2,0.6,0.2,.069,-0.3,0.1,2024
47.0,47.0,ORL,Antonio Reeves,Kentucky,2.0,46,681,314,65,39,.457,.403,.800,14.8,6.8,1.4,0.8,0.5,.032,-3.1,-0.2,2024
48.0,48.0,SAS,Harrison Ingram,UNC,2.0,8,46,9,12,3,.571,.500,,5.8,1.1,1.5,0.4,0.1,.138,0.1,0.0,2024
49.0,49.0,IND,Tristen Newton,UConn,1.0,8,16,3,4,2,.125,.000,1.000,2.0,0.4,0.5,0.3,-0.1,-.330,-20.7,-0.1,2024
50.0,50.0,IND,Enrique Freeman,University of Akron,1.0,22,181,46,30,9,.432,.100,.684,8.2,2.1,1.4,0.4,0.2,.046,-6.3,-0.2,2024
51.0,51.0,NYK,Melvin AjinÃ§a,,,,,,,,,,,,,,,,,,,2024
52.0,52.0,GSW,Quinten Post,Boston College,2.0,58,913,425,209,70,.445,.394,.765,15.7,7.3,3.6,1.2,2.1,.112,0.1,0.5,2024
53.0,53.0,DET,Cam Spencer,UConn,2.0,40,537,243,60,79,.427,.412,.933,13.4,6.1,1.5,2.0,1.6,.140,1.0,0.4,2024
54.0,54.0,BOS,Anton Watson,Gonzaga,1.0,9,22,8,3,2,.444,.000,,2.4,0.9,0.3,0.2,0.0,-.070,-10.1,0.0,2024
55.0,55.0,LAL,Bronny James,USC,2.0,37,292,83,27,40,.309,.279,.813,7.9,2.2,0.7,1.1,-0.2,-.032,-6.2,-0.3,2024
56.0,56.0,PHO,Kevin McCullar Jr.,Kansas,1.0,4,29,6,8,2,.286,.000,1.000,7.3,1.5,2.0,0.5,0.0,.060,-7.2,0.0,2024
57.0,57.0,MEM,Ulrich Chomche,,1.0,7,32,5,8,2,.400,,.500,4.6,0.7,1.1,0.3,0.0,.001,-7.4,0.0,2024
58.0,58.0,DAL,Ariel Hukporti,,2.0,33,273,56,68,16,.641,,.462,8.3,1.7,2.1,0.5,0.1,.022,-5.4,-0.2,2024
59.0,59.0,PHI,,,,,,,,,,,,,,,,,,,,2024
60.0,60.0,PHO,,,,,,,,,,,,,,,,,,,,2024
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2024
1.0,1.0,DAL,Cooper Flagg,Duke,1.0,15,505,233,95,47,.455,.293,.783,33.7,15.5,6.3,3.1,0.6,.052,-2.0,0.0,2025
2.0,2.0,SAS,Dylan Harper,Rutgers University,1.0,6,140,84,24,23,.500,.357,.833,23.3,14.0,4.0,3.8,0.4,.132,-0.3,0.1,2025
3.0,3.0,PHI,VJ Edgecombe,Baylor,1.0,13,485,201,74,56,.412,.375,.727,37.3,15.5,5.7,4.3,0.6,.061,-2.0,0.0,2025
4.0,4.0,CHO,Kon Knueppel,Duke,1.0,14,460,247,84,38,.465,.402,.882,32.9,17.6,6.0,2.7,0.7,.068,-0.8,0.1,2025
5.0,5.0,UTA,Ace Bailey,Rutgers University,1.0,14,284,122,48,21,.423,.304,.824,20.3,8.7,3.4,1.5,0.0,.007,-5.7,-0.3,2025
6.0,6.0,WAS,Tre Johnson,Texas,1.0,13,327,149,42,18,.424,.373,.857,25.2,11.5,3.2,1.4,-0.3,-.047,-6.0,-0.3,2025
7.0,7.0,NOP,Jeremiah Fears,Oklahoma,1.0,14,369,214,41,39,.448,.354,.825,26.4,15.3,2.9,2.8,-0.1,-.018,-3.6,-0.1,2025
8.0,8.0,BRK,Egor Demin,BYU,1.0,13,269,96,39,44,.376,.381,.889,20.7,7.4,3.0,3.4,0.0,.001,-2.7,0.0,2025
9.0,9.0,TOR,Collin Murray-Boyles,South Carolina,1.0,11,220,93,38,13,.500,.500,.762,20.0,8.5,3.5,1.2,0.5,.105,-1.5,0.0,2025
10.0,10.0,HOU,Khaman Maluach,Duke,1.0,7,35,13,6,1,.429,.000,.875,5.0,1.9,0.9,0.1,0.0,-.009,-9.4,-0.1,2025
11.0,11.0,POR,Cedric Coward,Washington State,1.0,15,399,215,96,43,.477,.406,.900,26.6,14.3,6.4,2.9,1.2,.141,3.1,0.5,2025
12.0,12.0,CHI,Noa Essengue,,,,,,,,,,,,,,,,,,,2025
13.0,13.0,ATL,Derik Queen,Maryland,1.0,14,316,145,87,37,.470,.100,.766,22.6,10.4,6.2,2.6,0.1,.017,-3.0,-0.1,2025
14.0,14.0,SAS,Carter Bryant,Arizona,1.0,9,62,22,10,0,.308,.214,1.000,6.9,2.4,1.1,0.0,-0.1,-.086,-11.3,-0.1,2025
15.0,15.0,OKC,Thomas Sorber,Georgetown,,,,,,,,,,,,,,,,,,2025
16.0,16.0,MEM,Yang Hansen,,1.0,6,42,18,9,3,.375,.000,.857,7.0,3.0,1.5,0.5,-0.1,-.089,-8.9,-0.1,2025
17.0,17.0,MIN,Joan Beringer,,1.0,9,37,18,12,0,.727,,.667,4.1,2.0,1.3,0.0,0.1,.160,-2.6,0.0,2025
18.0,18.0,WAS,Walter Clayton,Florida,1.0,11,178,68,26,35,.407,.345,1.000,16.2,6.2,2.4,3.2,0.2,.055,-1.5,0.0,2025
19.0,19.0,BRK,Nolan TraorÃ©,,1.0,4,35,7,1,5,.222,.333,.500,8.8,1.8,0.3,1.3,-0.1,-.094,-10.5,-0.1,2025
20.0,20.0,MIA,Kasparas Jakucionis,Illinois,,,,,,,,,,,,,,,,,,2025
21.0,21.0,UTA,Will Riley,Illinois,1.0,9,64,20,14,7,.444,.250,.500,7.1,2.2,1.6,0.8,0.0,.011,-3.9,0.0,2025
22.0,22.0,ATL,Drake Powell,UNC,1.0,8,149,46,17,15,.487,.385,1.000,18.6,5.8,2.1,1.9,0.0,-.012,-5.2,-0.1,2025
23.0,23.0,IND,Asa Newell,Georgia,1.0,9,82,47,17,1,.500,.500,.778,9.1,5.2,1.9,0.1,0.3,.149,-0.4,0.0,2025
24.0,24.0,OKC,Nique Clifford,Colorado State,1.0,10,192,47,30,22,.333,.261,.700,19.2,4.7,3.0,2.2,-0.1,-.027,-5.2,-0.2,2025
25.0,25.0,ORL,Jase Richardson,Michigan State,1.0,7,30,3,1,6,.200,.000,.500,4.3,0.4,0.1,0.9,-0.1,-.128,-8.8,-0.1,2025
26.0,26.0,BRK,Ben Saraf,,1.0,7,97,23,13,17,.259,.231,.750,13.9,3.3,1.9,2.4,-0.2,-.115,-9.6,-0.2,2025
27.0,27.0,BRK,Danny Wolf,Michigan,1.0,3,8,2,2,2,.000,,1.000,2.7,0.7,0.7,0.7,0.0,.155,4.4,0.0,2025
28.0,28.0,BOS,Hugo GonzÃ¡lez,,1.0,11,136,33,22,7,.452,.500,.000,12.4,3.0,2.0,0.6,0.2,.074,-2.3,0.0,2025
29.0,29.0,PHO,Liam McNeeley,UConn,1.0,9,112,37,17,11,.310,.333,.867,12.4,4.1,1.9,1.2,0.1,.051,-4.4,-0.1,2025
30.0,30.0,LAC,Yanic Konan Niederhauser,Penn State,1.0,5,22,19,6,2,.875,,.625,4.4,3.8,1.2,0.4,0.2,.345,9.3,0.1,2025
31.0,31.0,MIN,Rasheer Fleming,Saint Joseph's,1.0,8,46,16,12,2,.263,.182,1.000,5.8,2.0,1.5,0.3,0.0,-.025,-10.9,-0.1,2025
32.0,32.0,BOS,Noah Penda,,1.0,7,47,17,13,6,.545,1.000,.750,6.7,2.4,1.9,0.9,0.2,.177,1.7,0.0,2025
33.0,33.0,CHO,Sion James,Duke,1.0,14,374,106,44,21,.461,.444,.842,26.7,7.6,3.1,1.5,0.5,.058,-2.7,-0.1,2025
34.0,34.0,CHO,Ryan Kalkbrenner,Creighton,1.0,13,346,129,92,5,.812,.000,.810,26.6,9.9,7.1,0.4,1.1,.149,0.9,0.3,2025
35.0,35.0,PHI,Johni Broome,Auburn,1.0,2,6,4,2,1,.400,.000,,3.0,2.0,1.0,0.5,0.0,.068,-4.8,0.0,2025
36.0,36.0,BRK,Adou Thiero,Arkansas,1.0,2,8,6,1,0,1.000,,1.000,4.0,3.0,0.5,0.0,0.1,.401,5.9,0.0,2025
37.0,37.0,DET,Chaz Lanier,Tennessee,1.0,11,128,43,14,10,.350,.333,1.000,11.6,3.9,1.3,0.9,0.3,.109,-1.4,0.0,2025
38.0,38.0,SAS,Kam Jones,Marquette,,,,,,,,,,,,,,,,,,2025
39.0,39.0,TOR,Alijah Martin,Florida,,,,,,,,,,,,,,,,,,2025
40.0,40.0,WAS,Micah Peavy,Georgetown,1.0,10,118,30,23,10,.406,.250,.500,11.8,3.0,2.3,1.0,0.0,.016,-5.4,-0.1,2025
41.0,41.0,GSW,Koby Brea,Kentucky,1.0,1,4,4,0,1,.500,.000,1.000,4.0,4.0,0.0,1.0,0.0,.470,4.9,0.0,2025
42.0,42.0,SAC,Maxime Raynaud,Stanford,1.0,6,74,26,22,4,.391,.000,.889,12.3,4.3,3.7,0.7,0.0,-.029,-6.2,-0.1,2025
43.0,43.0,UTA,Jamir Watkins,Florida State,1.0,3,21,6,6,0,.750,.000,,7.0,2.0,2.0,0.0,0.0,.037,-9.0,0.0,2025
44.0,44.0,OKC,Brooks Barnhizer,Northwestern,1.0,13,103,16,27,4,.500,.000,.500,7.9,1.2,2.1,0.3,0.3,.133,-2.0,0.0,2025
45.0,45.0,CHI,Rocco Zikarsky,,,,,,,,,,,,,,,,,,,2025
46.0,46.0,ORL,Amari Williams,Kentucky,1.0,2,7,2,2,1,.500,,,3.5,1.0,1.0,0.5,0.0,.261,7.2,0.0,2025
47.0,47.0,MIL,Bogoljub Markovic,,,,,,,,,,,,,,,,,,,2025
48.0,48.0,MEM,Javon Small,West Virginia,1.0,8,99,34,8,22,.357,.316,.800,12.4,4.3,1.0,2.8,0.0,.013,-5.0,-0.1,2025
49.0,49.0,CLE,Tyrese Proctor,Duke,1.0,12,142,60,12,14,.339,.293,.857,11.8,5.0,1.0,1.2,0.0,.005,-7.4,-0.2,2025
50.0,50.0,NYK,Kobe Sanders,Nevada,1.0,6,100,42,10,8,.412,.381,.857,16.7,7.0,1.7,1.3,0.1,.036,-3.6,0.0,2025
51.0,51.0,LAC,Mohamed Diawara,,1.0,7,16,7,2,1,.750,1.000,.000,2.3,1.0,0.3,0.1,0.0,.070,0.0,0.0,2025
52.0,52.0,PHO,Alex Toohey,,,,,,,,,,,,,,,,,,,2025
53.0,53.0,UTA,John Tonje,Wisconsin,,,,,,,,,,,,,,,,,,2025
54.0,54.0,IND,Taelon Peter,Liberty,1.0,10,90,20,14,13,.250,.227,1.000,9.0,2.0,1.4,1.3,-0.1,-.071,-5.7,-0.1,2025
55.0,55.0,LAL,Lachlan Olbrich,,,,,,,,,,,,,,,,,,,2025
56.0,56.0,MEM,Will Richard,Florida,1.0,14,252,128,32,19,.577,.422,.760,18.0,9.1,2.3,1.4,1.0,.182,2.2,0.3,2025
57.0,57.0,ORL,Max Shulga,VCU,,,,,,,,,,,,,,,,,,2025
58.0,58.0,CLE,Saliou Niang,,,,,,,,,,,,,,,,,,,2025
59.0,59.0,HOU,Jahmai Mashack,Tennessee,,,,,,,,,,,,,,,,,,2025
60.0,60.0,NYK,,,,,,,,,,,,,,,,,,,,2025
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced,2025
